ein,organization_name,dba_name,entity_type, total_participants ,plan_count,mail_us_address1,mail_us_address2,mail_us_city,mail_us_state,mail_us_zip,phone_num,web site domain,Chief Executive Officer/CEO,Chief Financial Officer/CFO,President,Vice President/VP ,Secretary Treasurer,Treasurer,Executive Vice President,Executive Director,Director of Finance,Chief Counsel,Deputy Chief Counsel,Preisent & CEO,email domain
136674743,"BD OF TRUST HEALTH & BENEFIT TRUST FD OF IUOE LCL 94,94A,94B, AFL-CIO",,Taft-Hartley Trust,"6,502",1,331-337 WEST 44TH STREET,,NEW YORK,NY,10036,2125419800,,,,,,,,,,,,,,
521805433,"BOARD OF TRUSTEES, UMWA COMBINED BENEFIT FUND",,Taft-Hartley Trust,"6,460",1,2121 K STREET N.W. SUITE 350,,WASHINGTON,DC,20037,2025212200,,,,,,,,,,,,,,
316068797,JOINT BOARD OF TRUSTEES OF 4TH DISTRICT IBEW HEALTH FUND,,Taft-Hartley Trust,"6,427",1,3150 US ROUTE 60,,ONA,WV,25545,3045250331,,,,,,,,,,,,,,
730742835,PIPELINE INDUSTRY BENEFIT FUND,,Taft-Hartley Trust,"6,352",1,P.O. BOX 470950,PO BOX 470950,TULSA,OK,74147,9182804800,,,,,,,,,,,,,,
946284253,BOARD OF TRUSTEES OF JOINT BENEFIT TRUST,,Taft-Hartley Trust,"6,343",1,"4160 DUBLIN BOULEVARD, SUITE 400",,DUBLIN,CA,94568,9258837300,,,,,,,,,,,,,,
821985384,ADVANCE LOCAL MEDIA LLC,,Taft-Hartley Trust,"6,329",2,ONE WORLD TRADE CENTER,,NEW YORK,NY,10007,3028309813,,,,,,,,,,,,,,
741535732,"JAMES AVERY CRAFTSMAN, INC.",,Taft-Hartley Trust,"6,317",2,PO BOX 291367,,KERRVILLE,TX,78029,8303534000,,,,,,,,,,,,,,
946123582,TEAMSTERS LOCAL UNION NO. 856 H. & W. FUND,,Taft-Hartley Trust,"6,271",1,2323 EASTLAKE AVE E,,SEATTLE,WA,98102,2063294900,,,,,,,,,,,,,,
910838639,SEATTLE AREA PLUMBING AND PIPEFITTING INDUSTRY HEALTH TRUST BOT,,Taft-Hartley Trust,"6,247",1,11724 NE 195TH ST,SUITE 300,BOTHELL,WA,98011,2062824100,,,,,,,,,,,,,,
990246363,HAWAII PACIFIC HEALTH,,Taft-Hartley Trust,"6,218",1,"55 MERCHANT STREET, FLOOR 25",,HONOLULU,HI,96813,8085357571,,,,,,,,,,,,,,
364026252,"BOARD OF TRUSTEES OF THE PLUMBERS' WELFARE FUND, LOCAL 130, U.A.",,Taft-Hartley Trust,"6,213",2,1340 WEST WASHINGTON BOULEVARD,,CHICAGO,IL,60607,3122265000,,,,,,,,,,,,,,
232627429,BENEFIT FUND FOR HOSPITAL AND HEALTH CARE EMPLOYEES,PHILADELPHIA AND VICINITY,Taft-Hartley Trust,"6,114",1,1319 LOCUST STREET,,PHILADELPHIA,PA,19107,2157355720,,,,,,,,,,,,,,
520904354,SEIU HEALTH AND WELFARE FUND WELFARE FUND,,Taft-Hartley Trust,"6,056",1,"1800 MASSACHUSETTS AVE., NW,",,WASHINGTON,DC,20036,2027307511,,,,,,,,,,,,,,
440568755,CONSTRUCTION INDUSTRY LABORERS WELFARE FUND,,Taft-Hartley Trust,"6,036",1,"3100 BROADWAY, SUITE 805",SUITE 400,KANSAS CITY,MO,64111,8167563313,,,,,,,,,,,,,,
910589283,"BOT, NORTHWEST SHEET METAL WORKERS HEALTH & WELFARE PLAN",,Taft-Hartley Trust,"6,032",1,1322 N POST ST,,SPOKANE,WA,99201,5095340600,,,,,,,,,,,,,,
133505523,DISTRICT COUNCIL 1707 LOCAL 389 HOME CARE EMPLOYEES HEALTH AND WELFA,,Taft-Hartley Trust,"6,021",1,420 WEST 45TH STREET 5TH FLOOR,,NEW YORK,NY,10036,2129256033,,,,,,,,,,,,,,
436196082,BOARD OF TRUSTEES TEAMSTERS MEDICARE FOR RETIRED EMPLOYEES,,Taft-Hartley Trust,"6,015",1,4349 WOODSON ROAD SUITE 300,,ST. LOUIS,MO,63134,3145135888,,,,,,,,,,,,,,
111637886,BOARD OF TRUSTEES LOCAL 804 WELFARE TRUST FUND,,Taft-Hartley Trust,"5,984",1,34-21 REVIEW AVENUE,,LONG ISLAND CITY,NY,11101,7187865410,,,,,,,,,,,,,,
521805437,"BOARD OF TRUSTEES, UNITED MINE WORK ERS OF AMERICA 1992 BENEFIT PLAN",,Taft-Hartley Trust,"5,964",1,"2121 K STREET, N.W.",SUITE 350,WASHINGTON,DC,20037,2025212200,,,,,,,,,,,,,,
60844353,UFCW UNION LOCAL 919 & CONTRIBUTING EMPL HEALTH &,WELFARE FUND,Taft-Hartley Trust,"5,951",1,"6 HYDE ROAD, 2ND FLOOR",,FARMINGTON,CT,60322,8606778118,,,,,,,,,,,,,,
362525603,LOCAL 1 HEALTH FUND,,Taft-Hartley Trust,"5,935",1,1431 OPUS PLACE,SUITE 350,DOWNERS GROVE,IL,60515,6302886868,,,,,,,,,,,,,,
471259234,TRUSTEES OF IUOE LOCAL 399 HEALTH REIMBURSEMENT ACCOUNT PLAN,,Taft-Hartley Trust,"5,872",1,2260 SOUTH GROVE STREET,,CHICAGO,IL,60616,3123729870,,,,,,,,,,,,,,
941009696,E. & J. GALLO WINERY,,Taft-Hartley Trust,"5,770",1,P.O. BOX 1130,,MODESTO,CA,95353,2093413724,,,,,,,,,,,,,,
396069788,BOARD OF JOINT TRUSTEES OF NORTH CENTRAL STATES REGIONAL COUNCIL OF,,Taft-Hartley Trust,"5,742",1,PO BOX 4002,,EAU CLAIRE,WI,54702,7158353174,,,,,,,,,,,,,,
251000614,WESTERN PENNSYLVANIA TEAMSTERS AND EMPLOYERS WELFARE FUND BOARD OF TRU,,Taft-Hartley Trust,"5,734",1,50 ABELE ROAD,SUITE 1005,BRIDGEVILLE,PA,15017,4123632700,,,,,,,,,,,,,,
592650456,LAKELAND REGIONAL MEDICAL CENTER,,Taft-Hartley Trust,"5,734",1,1324 LAKELAND HILLS BLVD,,LAKELAND,FL,33805,8632841972,,,,,,,,,,,,,,
941461843,JOHN MUIR HEALTH,,Taft-Hartley Trust,"5,732",1,1601 YGNACIO VALLEY ROAD,,WALNUT CREEK,CA,94598,9259475215,,,,,,,,,,,,,,
131988190,RESEARCH FOUNDATION OF CUNY EMPLOYEE BENEFITS COMMITTEE,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,Taft-Hartley Trust,"5,708",2,230 W 41ST ST FL 7,,NEW YORK,NY,10036,2124178601,,,,,,,,,,,,,,
465243652,BD OF TRUSTEES CHICAGO LABORERS' DISTICT COUNCIL HEALTH & WELFARE FD,CHICAGO LABORERS' DISTRICT COUNCIL RETIREE H&W FUND,Taft-Hartley Trust,"5,706",1,11465 CERMAK ROAD,,WESTCHESTER,IL,60154,7085620200,,,,,,,,,,,,,,
205130170,BOILERMAKERS LOCAL 83 SUPPLEMENTAL HEALTH AND WELFARE PLAN,,Taft-Hartley Trust,"5,703",1,5910 E. 86TH STREET,,KANSAS CITY,MO,64138,8165238300,,,,,,,,,,,,,,
556162719,WPSC RETIREE BENEFITS TRUST COMMITTEE,,Taft-Hartley Trust,"5,685",1,60 BOULEVARD OF THE ALLIES,5TH FLOOR,PITTSBURGH,PA,15222,4122012242,,,,,,,,,,,,,,
231402245,INTERNATIONAL UNION OF OPERATING ENGINEERS WELFARE FUND OF EAST. PA &,,Taft-Hartley Trust,"5,609",1,"1375 VIRGINIA DRIVE, SUITE 102",,FORT WASHINGTON,PA,19034,2155428211,,,,,,,,,,,,,,
530207840,"BOARD OF TRUSTEES, HEATING PIPING AND REFRIGERATION MEDICAL FUND",,Taft-Hartley Trust,"5,581",1,9411 PHILADELPHIA ROAD,,BALTIMORE,MD,21237,8006182878,,,,,,,,,,,,,,
930951989,SAMARITAN HEALTH SERVICES,,Taft-Hartley Trust,"5,571",1,C/O SHS ACCOUNTING - PO BOX 3000,,CORVALLIS,OR,97339,5417684773,,,,,,,,,,,,,,
616038377,BOARD OF TRUSTEES OF UFCW LOCAL 227 & EMPLOYERS HEALTH & WELFARE PLAN,,Taft-Hartley Trust,"5,486",1,10503 TIMBERWOOD CIRCLE,SUITE 200,LOUISVILLE,KY,40223,5023397041,,,,,,,,,,,,,,
941245496,SAVE MART SUPERMARKETS,,Taft-Hartley Trust,"5,478",1,1800 STANDIFORD AVENUE,,MODESTO,CA,95350,2095486541,,,,,,,,,,,,,,
250969449,CARNEGIE MELLON UNIVERSITY,,Taft-Hartley Trust,"5,467",1,5000 FORBES AVENUE,,PITTSBURGH,PA,15213,4122682000,,,,,,,,,,,,,,
310557391,IRON WORKERS DISTRICT COUNCIL OF SOUTHERN OHIO & VICINITY,,Taft-Hartley Trust,"5,415",1,1470 WORLDWIDE PL,,VANDALIA,OH,45377,9374541744,,,,,,,,,,,,,,
526044428,"BOARD OF TRUSTEES, UFCW UNIONS AND PARTICIPATING EMPLOYERS HEALTH AND",,Taft-Hartley Trust,"5,388",1,"8400 CORPORATE DRIVE, STE. 430",,LANDOVER,MD,20785,3014593020,,,,,,,,,,,,,,
132526632,NEWMONT USA LIMITED,,Taft-Hartley Trust,"5,382",1,6363 SOUTH FIDDLERS GREEN CIRCLE,SUITE 800,GREENWOOD VILLAGE,CO,80111,3038637414,,,,,,,,,,,,,,
366069119,TEAMSTERS LOCAL UNION NO. 727 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"5,366",1,1300 HIGGINS ROAD,SUITE 103,PARK RIDGE,IL,60068,7736850340,,,,,,,,,,,,,,
526279969,TRUSTEES - MID-SOUTH CARPENTERS REGIONAL COUNCIL H&W FUND,,Taft-Hartley Trust,"5,337",2,2001 CALDWELL DR.,,GOODLETTSVILLE,TN,37072,6158590131,,,,,,,,,,,,,,
136696938,BOARD OF TRUSTEES MM&P HEALTH AND BENEFIT PLAN,,Taft-Hartley Trust,"5,306",1,"700 MARITIME BLVD., SUITE A",,LINTHICUM HEIGHTS,MD,21090,4108508500,,,,,,,,,,,,,,
251187299,BD OF TRUSTEES OPERATING ENGINEERS LOCAL 66 WELFARE FUND,,Taft-Hartley Trust,"5,279",1,111 ZETA DR FL 1,,PITTSBURGH,PA,15238,4129689750,,,,,,,,,,,,,,
50490997,CARE NEW ENGLAND,,Taft-Hartley Trust,"5,256",1,45 WILLARD AVENUE,,PROVIDENCE,RI,2905,4014537900,,,,,,,,,,,,,,
953846186,BOARD OF TRUSTEES L.A. CO. FIRE FIGHTERS LOCAL 1014,HEALTH AND WELFARE PLAN,Taft-Hartley Trust,"5,177",1,3460 FLETCHER AVENUE,,EL MONTE,CA,91731,3106391014,,,,,,,,,,,,,,
135555808,TRUSTEES OF LOCAL 272 WELFARE FUND,,Taft-Hartley Trust,"5,172",1,220 EAST 23RD STREET,,NEW YORK,NY,10010,2127269730,,,,,,,,,,,,,,
550393244,UNITED FOOD AND COMMERCIAL WORKERS LOCAL 400 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"5,169",1,"600 D STREET, SUITE 250",,SOUTH CHARLESTON,WV,25303,3043437682,,,,,,,,,,,,,,
526038498,NATIONAL ASBESTOS WORKERS MEDICAL FUND FUND BOARD OF TRUSTEES,,Taft-Hartley Trust,"5,119",1,7130 COLUMBIA GATEWAY DRIVE,,COLUMBIA,MD,21046,4108729500,,,,,,,,,,,,,,
366198426,TRUSTEES OF IUOE LOCAL 399 HEALTH AND WELFARE TRUST,,Taft-Hartley Trust,"5,114",1,2260 SOUTH GROVE STREET,,CHICAGO,IL,60616,3123729870,,,,,,,,,,,,,,
366441012,TEAMSTERS AND EMPLOYERS WELFARE TRUST OF ILLINOIS,,Taft-Hartley Trust,"5,110",1,502 EARTH CITY EXPRESSWAY SUITE 203,SUITE 203,EARTH CITY,MO,63045,8005561742,,,,,,,,,,,,,,
46119050,TRUSTEES OF BOSTON BUILDING SERVICE EMPLOYEES' TRUST FUND,,Taft-Hartley Trust,"5,109",1,26 WEST STREET,,BOSTON,MA,2111,2125392778,,,,,,,,,,,,,,
237134462,INTERNATIONAL UNION OF OPERATING ENGINEERS & PIPELINE H&W FUND,,Taft-Hartley Trust,"5,107",1,10440 LITTLE PATUXENT PKY,,COLUMBIA,MD,21044,4108841440,,,,,,,,,,,,,,
464728761,SAN DIEGO COUNTY PUBLIC SAFETY RETIREE MEDICAL TRUST,RETIREE MEDICAL TRUST,Taft-Hartley Trust,"5,071",1,"1843 HOTEL CIRCLE SOUTH, SUITE 300",,SAN DIEGO,CA,92108,6194815963,,,,,,,,,,,,,,
880231734,BOARD OF TRUSTEES-TEAMSTERS LOCAL 631 SECURITY PLAN FOR SO NV,,Taft-Hartley Trust,"5,068",1,8311 W. SUNSET ROAD,SUITE 250,LAS VEGAS,NV,89113,7024152190,,,,,,,,,,,,,,
364262739,TRANS UNION LLC,,Taft-Hartley Trust,"5,066",1,555 W ADAMS ST,,CHICAGO,IL,60661,3122581717,,,,,,,,,,,,,,
430678755,BOARD OF TRUSTEES OF IBEW LOCAL 1 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"5,065",1,5735 ELIZABETH AVENUE,,ST. LOUIS,MO,63110,3147522330,,,,,,,,,,,,,,
930478837,"BOARD OF TRUSTEES, THE BLEDSOE HEALTH TRUST",,Taft-Hartley Trust,"4,983",1,2323 EASTLAKE AVE EAST,,SEATTLE,WA,98102,2063294900,,,,,,,,,,,,,,
916068079,NORTHWEST IRONWORKERS HEALTH AND SECURITY BOARD OF TRUSTEES,,Taft-Hartley Trust,"4,925",1,P.O. BOX 34203,,SEATTLE,WA,98124,2064417574,,,,,,,,,,,,,,
411384754,BOARD OF TRUSTEES OF IBEW 292 HEALTH CARE PLAN,,Taft-Hartley Trust,"4,894",1,"6900 WEDGWOOD ROAD NO., SUITE 425",,MAPLE GROVE,MN,55311,7634938830,,,,,,,,,,,,,,
131545680,STEAMFITTERS INDUSTRY WELFARE FUND BOARD OF TRUSTEES,,Taft-Hartley Trust,"4,888",1,"27-08 40TH AVENUE, 2ND FLOOR",,LONG ISLAND CITY,NY,11101,2124658888,,,,,,,,,,,,,,
540556299,TEAMSTERS JOINT COUNCIL NO. 83 OF VIRGINIA HEALTH & WELFARE FUND,,Taft-Hartley Trust,"4,885",1,8814 FARGO ROAD SUITE 200,SUITE 200,RICHMOND,VA,23229,8042823131,,,,,,,,,,,,,,
50258809,BROWN UNIVERSITY,,Taft-Hartley Trust,"4,829",1,BOX 1879,,PROVIDENCE,RI,29120,4018632141,,,,,,,,,,,,,,
586042175,IBEW LOCAL 613 & CONTRIB EMPLOYERS FAMILY HEALTH PLAN,,Taft-Hartley Trust,"4,810",1,3715 NORTHSIDE PKWAY STE 2-495,,ATLANTA,GA,30327,6787050560,,,,,,,,,,,,,,
870187660,UTAH MANUFACTURERS ASSOCIATION,,Taft-Hartley Trust,"4,782",1,428 EAST WINCHESTER STREET,SUITE 135,MURRAY,UT,84107,8013633885,,,,,,,,,,,,,,
131768188,LOCAL 1102 HEALTH & BENEFIT FUND,,Taft-Hartley Trust,"4,770",1,311 CROSSWAYS PARK DRIVE,,WOODBURY,NY,11797,5166831102,,,,,,,,,,,,,,
135600786,BOARD OF TRUSTEES OF THE AMERICAN MARITIME OFFICERS MEDICAL PLAN,,Taft-Hartley Trust,"4,754",1,2 WEST DIXIE HIGHWAY,,DANIA BEACH,FL,33004,9549227428,,,,,,,,,,,,,,
232081882,BLUESCOPE STEEL NORTH AMERICA,,Taft-Hartley Trust,"4,750",2,PO BOX 419917,,KANSAS CITY,MO,64141,8169683000,,,,,,,,,,,,,,
831681581,CENVEO WORLDWIDE LIMITED,,Taft-Hartley Trust,"4,747",1,200 FIRST STAMFORD PLACE 2ND FLOOR,2ND FLOOR,STAMFORD,CT,6902,2035953000,,,,,,,,,,,,,,
956042883,"BOARD OF TRUSTEES, CEMENT MASONS SOUTHERN CALIFORNIA",HEALTH AND WELFARE FUND,Taft-Hartley Trust,"4,747",1,5417 PECK RD,,ARCADIA,CA,91006,6264444600,,,,,,,,,,,,,,
133029280,VOLUNTARY HOSPITALS HOUSE STAFF BENEFITS PLAN,,Taft-Hartley Trust,"4,664",1,"10-27 46TH AVENUE,",SUITE 300-2,LONG ISLAND CITY,NY,11101,2123568180,,,,,,,,,,,,,,
60860627,NEW ENGLAND ELECTRICAL WORKERS BENEFITS FUND,,Taft-Hartley Trust,"4,609",1,10 TECHNOLOGY DRIVE,,WALLINGFORD,CT,6492,2032697741,,,,,,,,,,,,,,
362145881,TRUSTEES OF SHEET METAL WORKERS 73 WELFARE FUND,,Taft-Hartley Trust,"4,571",1,4530 ROOSEVELT ROAD,,HILLSIDE,IL,60162,7084497373,,,,,,,,,,,,,,
941387866,RIDEOUT MEMORIAL HOSPITAL,DBA ADVENTIST HEALTH AND RIDEOUT,Taft-Hartley Trust,"4,534",2,970 PLUMAS STREET,,YUBA CITY,CA,95991,5307494545,,,,,,,,,,,,,,
526397805,BRICKLAYERS AND ALLIED CRAFTWORKERS INTERNATIONAL HEALTH FUND,,Taft-Hartley Trust,"4,522",1,"620 F STREET, NW",,WASHINGTON,DC,20004,2027833788,,,,,,,,,,,,,,
936041903,"BOARD OF TRUSTEES, THE NELSON TRUST",,Taft-Hartley Trust,"4,509",1,5331 SW MACADAM AVE STE 220,,PORTLAND,OR,97239,5032240048,,,,,,,,,,,,,,
202076868,ILWU LOCAL 142 HEALTH AND WELFARE TRUST,,Taft-Hartley Trust,"4,492",1,1440 KAPIOLANI BLVD SUITE 800,,HONOLULU,HI,96814,8084418600,,,,,,,,,,,,,,
846067792,CONTRACTORS HEALTH TRUST,BOARD OF TRUSTEES,Taft-Hartley Trust,"4,480",1,2380 S TEJON ST,,ENGLEWOOD,CO,80110,3039352475,,,,,,,,,,,,,,
223143027,DISTRICT 1199J BENEFIT FUND,,Taft-Hartley Trust,"4,475",1,9-25 ALLING STREET,,NEWARK,NJ,7102,9732427505,,,,,,,,,,,,,,
411416156,NORTHWEST FIRE FIGHTERS BENEFITS TRUST,,Taft-Hartley Trust,"4,447",1,P.O. BOX 6,,MUKILTEO,WA,98275,4257717359,,,,,,,,,,,,,,
936021113,"BOARD OF TRUSTEES, U.A. UNION LOCAL NO. 290 PLUMBER,",STEAMFITTER AND SHIPFITTER INDUSTRY,Taft-Hartley Trust,"4,438",1,12205 SW TUALATIN RD STE 200,,TUALATIN,OR,97062,8667962305,,,,,,,,,,,,,,
931143759,"BOARD OF TRUSTEES, U.A. UNION LOCAL NO. 290 PLUMBER,",STEAMFITTER AND SHIPFITTER INDUSTRY,Taft-Hartley Trust,"4,438",1,12205 SW TUALATIN RD STE 200,,TUALATIN,OR,97062,8667962305,,,,,,,,,,,,,,
232715454,BD OF TEES OF STEAMFITTERS LU 420 WELFARE PLAN,,Taft-Hartley Trust,"4,432",1,"14420 TOWNSEND ROAD, SUITE B",,PHILADELPHIA,PA,19154,2673502600,,,,,,,,,,,,,,
410871191,TRUSTEES OF SHEET METAL #10 BENEFIT FUND,,Taft-Hartley Trust,"4,408",1,"1681 EAST COPE AVENUE, SUITE B",,MAPLEWOOD,MN,55109,6517700991,,,,,,,,,,,,,,
686097704,BOARD OF TRUSTEES TEAMSTERS RETIREE TRUST,,Taft-Hartley Trust,"4,403",1,P.O. BOX 2300,,STOCKTON,CA,95201,2099488483,,,,,,,,,,,,,,
366158494,TRUSTEES OF SUBURBAN TEAMSTERS OF NORTHERN ILLINOIS,WELFARE FUND,Taft-Hartley Trust,"4,401",1,"1171 COMMERCE DRIVE, UNIT 1",,WEST CHICAGO,IL,60185,6302935218,,,,,,,,,,,,,,
741721447,THE BOARD OF TRUSTEES OF THE MARITIME ASSOCIATION - I.L.A. WELFARE FUN,,Taft-Hartley Trust,"4,396",1,11550 FUQUA STREET,SUITE 425,HOUSTON,TX,77034,2814844343,,,,,,,,,,,,,,
336162794,BENEFITS PLUS TRUST FUND,,Taft-Hartley Trust,"4,369",2,"404 CAMINO DEL RIO SOUTH, SUITE 608",,SAN DIEGO,CA,92108,6196832102,,,,,,,,,,,,,,
135530847,BOARD OF TRUSTEES OF SMW LU NO. 28 WELFARE FUND,,Taft-Hartley Trust,"4,364",1,195 MINEOLA BLVD.,,MINEOLA,NY,11501,5167429478,,,,,,,,,,,,,,
261860594,COMMITTEE MEMBERS OF THE USW RETIREES OF THE,DANA CORP. HEALTH CARE PLAN,Taft-Hartley Trust,"4,362",1,60 BOULEVARD OF THE ALLIES,5TH FLOOR,PITTSBURGH,PA,15222,4122012242,,,,,,,,,,,,,,
440663379,BOARD OF TRUSTEES OF OPERATING ENGINEERS LOCAL 101 HEALTH AND WELFARE,,Taft-Hartley Trust,"4,344",1,6601 WINCHESTER SUITE 250,,KANSAS CITY,MO,64133,8167375959,,,,,,,,,,,,,,
111538293,PLUMBERS LOCAL UNION NO. 1 WELFARE FUND,,Taft-Hartley Trust,"4,314",1,"50-02 5TH STREET, 2ND FLOOR",,LONG ISLAND CITY,NY,11101,7188352700,,,,,,,,,,,,,,
430688695,BOARD OF TRUSTEES GREATER ST LOUIS CONSTRUCTION LABORERS WELFARE FUND,,Taft-Hartley Trust,"4,310",1,2357 59TH STREET,,ST. LOUIS,MO,63110,3146464410,,,,,,,,,,,,,,
630708443,BOARD OF TRUSTEES OF RWDSIUI HEALTH AND BENEFIT FUND,,Taft-Hartley Trust,"4,305",1,1901 10TH AVENUE SOUTH,,BIRMINGHAM,AL,35205,2052523586,,,,,,,,,,,,,,
456038633,BOARD OF TRUSTEES OF DAKOTAS AND WESTERN MINNESOTA ELECTRICAL INDUSTRY,WELFARE FUND,Taft-Hartley Trust,"4,302",1,2901 FIRST AVENUE NO.,,FARGO,ND,58102,7012931300,,,,,,,,,,,,,,
936231741,BOARD OF TRUSTEES TEAMSTERS MULTI-BENEFIT TRUST,,Taft-Hartley Trust,"4,294",1,1200 WILSHIRE BLVD 5TH FLOOR,,LOS ANGELES,CA,90017,5624635000,,,,,,,,,,,,,,
237042767,TRUSTEES UFCW L 1262 & EMP H&W FD,,Taft-Hartley Trust,"4,288",1,1389 BROAD STREET,,CLIFTON,NJ,7013,9737785800,,,,,,,,,,,,,,
351074113,BOARD OF TRUSTEES OF THE INDIANA TEAMSTERS HEALTH BENEFITS FUND,,Taft-Hartley Trust,"4,259",1,1233 SHELBY STREET,,INDIANAPOLIS,IN,46203,3176393573,,,,,,,,,,,,,,
990068548,FOODLAND SUPER MARKET LTD,,Taft-Hartley Trust,"4,259",1,3536 HARDING AVE STE 100,STE 100,HONOLULU,HI,96816,8087320791,,,,,,,,,,,,,,
396046865,WISCONSIN BANKERS ASSOCIATION INSURANCE TRUST FUND,,Taft-Hartley Trust,"4,242",1,P.O. BOX 7697,,MADISON,WI,53707,8884410600,,,,,,,,,,,,,,
136162404,BOARD OF TRUSTEES LOCAL 812 HEALTH FUND,,Taft-Hartley Trust,"4,237",1,"445 NORTHERN BLVD., NO. 30",,GREAT NECK,NY,11021,5163031455,,,,,,,,,,,,,,
320345810,PENN HIGHLANDS HEALTHCARE,,Taft-Hartley Trust,"4,229",1,100 HOSPITAL AVENUE,,DUBOIS,PA,15801,8143753352,,,,,,,,,,,,,,
136694320,"BD OF TRUSTEES WELFARE FD OF THE IUOE LO UNIONS 15, 15A, 15C, 15D",,Taft-Hartley Trust,"4,226",2,44-40 11TH STREET,,LONG ISLAND CITY,NY,11101,2122557657,,,,,,,,,,,,,,
362392752,LOCAL NO. 731 I B OF T HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"4,206",1,1000 BURR RIDGE PKWY,,BURR RIDGE,IL,60527,6308874150,,,,,,,,,,,,,,
161576637,FAXTON-ST. LUKE'S HEALTHCARE,,Taft-Hartley Trust,"4,205",1,PO BOX 479,,UTICA,NY,13503,3156246197,,,,,,,,,,,,,,
753170028,"PACIFIC UNION FINANCIAL, LLC",,Taft-Hartley Trust,"4,184",2,8900 FREEPORT PARKWAY,SUITE 150,IRVING,TX,75063,4698041844,,,,,,,,,,,,,,
741109620,WILLIAM MARSH RICE UNIVERSITY,,Taft-Hartley Trust,"4,178",1,PO BOX 1892,,HOUSTON,TX,77251,7133482514,,,,,,,,,,,,,,
60960814,CONNECTICUT LABORERS' HEALTH FUND,,Taft-Hartley Trust,"4,174",1,435 CAPTAIN THOMAS BOULEVARD,,WEST HAVEN,CT,6516,2039347991,,,,,,,,,,,,,,
111896570,"BOARD OF TRUSTEES, NOITU INSURANCE TRUST FUND",,Taft-Hartley Trust,"4,172",1,148-06 HILLSIDE AVENUE,,JAMAICA,NY,11435,7182913434,,,,,,,,,,,,,,
391651543,WISCONSIN ELECTRICAL EMPLOYEES HEALTH AND WELFARE PLAN,,Taft-Hartley Trust,"4,150",1,2730 DAIRY DRIVE STE 101,,MADISON,WI,53718,6082769111,,,,,,,,,,,,,,
430657966,"TRUSTEES, PLUMBERS' & PIPEFITTERS' WELFARE EDUCATIONAL FUND",EDUCATIONAL FUND,Taft-Hartley Trust,"4,142",1,3640 CORPORATE TRAIL DRIVE,,EARTH CITY,MO,63045,3143551000,,,,,,,,,,,,,,
526051383,BOARD OF TRUSTEES - MID-ATLANTIC REGIONAL COUNCIL OF CARPENTERS HEALTH,,Taft-Hartley Trust,"4,138",1,"6710 OXON HILL ROAD, SUITE 450",,OXON HILL,MD,20745,3018398800,,,,,,,,,,,,,,
133297197,THE NEW SCHOOL,,Taft-Hartley Trust,"4,137",2,80 5TH AVE FL 8,,NEW YORK,NY,10011,2122295671,,,,,,,,,,,,,,
232082042,IBEW LOCAL 98 HEALTH & WELFARE PLAN BOARD OF,TRUSTEES,Taft-Hartley Trust,"4,134",1,1719 SPRING GARDEN STREET,,PHILADELPHIA,PA,19130,2155996436,,,,,,,,,,,,,,
946080365,"BOARD OF TRUSTEES, SOUTH BAY HOTEL EMPLOYEES RESTAURANT EE WELFARE FUN",,Taft-Hartley Trust,"4,117",1,P.O. BOX 34203,,SEATTLE,WA,98124,2064417574,,,,,,,,,,,,,,
227051778,LOCAL 1158 WELFARE PLAN FUND,,Taft-Hartley Trust,"4,100",1,1149 BLOOMFIELD AVENUE,,CLIFTON,NJ,7012,9737733336,,,,,,,,,,,,,,
880087294,TEAMSTERS SECURITY FUND FOR SOUTHERN NEVADA,,Taft-Hartley Trust,"4,094",1,2250 S RANCHO DR STE 295,,LAS VEGAS,NV,89102,7027348601,,,,,,,,,,,,,,
362139906,TRUSTEES OF UFCW LOCAL 1546 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"4,080",1,"1649 W ADAMS, 2ND FLOOR",,CHICAGO,IL,60612,3128291134,,,,,,,,,,,,,,
20642820,BOARD OF TRUSTEES REPUBLIC RETIREE VEBA BENEFIT TRUST,,Taft-Hartley Trust,"4,052",1,60 BLVD OF THE ALLIES 5TH FL,,PITTSBURGH,PA,15222,8663810934,,,,,,,,,,,,,,
800496512,TRUSTEE NY PRES HOSP COLUM UNIV MED CTR NY ST NURSES ASSO RET MED PLAN,,Taft-Hartley Trust,"4,043",1,333 EAST 38TH ST,,NEW YORK,NY,10016,2125856557,,,,,,,,,,,,,,
362418276,TRUSTEES OF LOCAL NO 4 SEIU HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"4,015",1,2229 S. HALSTED,SUITE 122,CHICAGO,IL,60608,7733859300,,,,,,,,,,,,,,
436071748,WELFARE FUND OF ENGINEERS LOCAL UNION 513,,Taft-Hartley Trust,"3,978",1,3449 HOLLENBERG DRIVE,,BRIDGETON,MO,63044,3147392973,,,,,,,,,,,,,,
996009435,PAMCAH-UA LOCAL 675 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"3,978",2,"1109 BETHEL STREET, RM 403",,HONOLULU,HI,96813,8085364408,,,,,,,,,,,,,,
