ein,organization_name,dba_name,entity_type,total_participants,plan_count,mail_us_address1,mail_us_address2,mail_us_city,mail_us_state,mail_us_zip,phone_number,website_domain,Chief Executive Officer/CEO,Chief Financial Officer/CFO,President,Vice President/VP,Secretary Treasurer,Treasurer,Executive Vice President,Executive Director,Director of Finance,Chief Counsel,Deputy Chief Counsel,President & CEO,email_domain,scrape_status,scrape_date,scrape_attempts,last_scrape_error,data_quality_score,executives_found,linkedin_profile_url,company_website_verified,data_source,last_updated,General Counsel,Fund Administrator,Administrator,Assistant Administrator,Benefits Administrator,Plan Administrator,Trust Administrator,Chief Operating Officer/COO,Chief Technology Officer/CTO,Chief Information Officer/CIO,Chief Human Resources Officer/CHRO,Chief Marketing Officer/CMO,Chief Legal Officer/CLO,Managing Director,Executive Secretary,Assistant Secretary,Assistant Treasurer,Controller,Benefits Manager,HR Director,Operations Director,IT Director,Communications Director,Board Chair,Board Secretary,Trustee Chair,Union President,Union Secretary-Treasurer,Business Manager,local_union_number,parent_union,phone_number_cleaned,website_domain_cleaned,email_domain_cleaned,data_completeness_score
386058383,"BOARD OF TRUSTEES, MICHIGAN CARPENTERS' HEALTH CARE FUND",,Taft-Hartley Trust,"2,797",1,6525 CENTURION DRIVE,,LANSING,MI,48917.0,5173217502,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(517) 321-7502,,,84.44
132873303,BD OF TRUSTEES IUOE LOCAL 30 BENEFITS FUND,,Taft-Hartley Trust,"2,797",1,16-16 WHITESTONE EXPRESSWAY,,WHITESTONE,NY,11357.0,7188476800,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,International Union of Operating Engineers,(718) 847-6800,,,84.44
951068595,SCHOOLSFIRST FEDERAL CREDIT UNION,,Taft-Hartley Trust,"2,788",1,2115 NORTH BROADWAY,,SANTA ANA,CA,92711.0,7142584000,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(714) 258-4000,,,84.44
946401544,"BOARD OF TRUSTEES, U.A. LOCAL 393 HEALTH & WELFARE TRUST FUND",,Taft-Hartley Trust,"2,787",1,1731 TECHNOLOGY DRIVE SUITE 570,,SAN JOSE,CA,95110.0,4085883770,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,,(408) 588-3770,,,84.44
411334004,TRUSTEES RETIREMENT MEDICAL FUNDING PLAN FOR ST. PAUL ELECTRICAL WORKE,,Taft-Hartley Trust,"2,783",1,1330 CONWAY STREET,SUITE 130,ST. PAUL,MN,55106.0,6517764239,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(651) 776-4239,,,84.44
350851694,ELECTRICAL WORKERS BENEFIT TRUST FUND,,Taft-Hartley Trust,"2,782",1,"1828 N. MERIDIAN ST., SUITE 103",,INDIANAPOLIS,IN,46202.0,3179234577,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(317) 923-4577,,,84.44
586066597,JT BD OF TRUSTEES OF SOUTHEASTERN CARP & MILLWRIGHTS HEALTH PLAN,,Taft-Hartley Trust,"2,781",1,P.O. BOX 1449,,GOODLETTSVILLE,TN,37070.0,6158590131,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(615) 859-0131,,,84.44
223052612,PAINTERS DISTRICT COUNCIL 711 HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"2,780",1,27 ROLAND AVENUE,,MOUNT LAUREL,NJ,8054.0,8567932501,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(856) 793-2501,,,84.44
946061762,"BOARD OF TRUSTEES, ELECTRICAL WORKERS HEALTH AND",WELFARE TRUST FUND FOR,Taft-Hartley Trust,"2,779",1,720 MARKET ST STE 700,,SAN FRANCISCO,CA,94102.0,4152633670,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(415) 263-3670,,,84.44
440567087,MO-KAN SHEET METAL WORKERS WELFARE FUND,,Taft-Hartley Trust,"2,776",1,P O BOX 300019,,KANSAS CITY,MO,64130.0,8165310334,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(816) 531-0334,,,84.44
112252603,UNITED CRAFTS BENEFIT FUND BOARD OF TRUSTEES,,Taft-Hartley Trust,"2,772",1,415 WILLIS AVENUE,,WILLISTON PARK,NY,11596.0,5168775008,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American Federation of Teachers,(516) 877-5008,,,84.44
562423802,UNITED BENEFIT FUND,,Taft-Hartley Trust,"2,755",1,40-26 235TH ST.,,DOUGLASTON,NY,11363.0,7185132477,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(718) 513-2477,,,84.44
946072964,BOARD OF TRUSTEES OF BAY AREA AUTOMOTIVE GROUP WELFARE FUND,,Taft-Hartley Trust,"2,751",1,"4160 DUBLIN BOULEVARD, SUITE 400",,DUBLIN,CA,94568.0,9258337300,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(925) 833-7300,,,84.44
430684998,IRONWORKERS ST LOUIS DISTRICT COUNCIL WELFARE PLAN,,Taft-Hartley Trust,"2,749",1,13801 RIVERPORT DRIVE,SUITE 101,MARYLAND HEIGHTS,MO,63043.0,3147391100,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(314) 739-1100,,,84.44
860104344,BOARD OF TRUSTEES ARIZONA PIPE TRADES HEALTH AND WELFARE TRUST FUND,,Taft-Hartley Trust,"2,712",1,3121 N 24TH ST,,PHOENIX,AZ,85016.0,6029561950,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(602) 956-1950,,,84.44
310894934,BOARD OF TRUSTEES OF OH CONFERENCE TEAMSTERS AND IND HLTH & WELFARE,,Taft-Hartley Trust,"2,708",1,435 S. HAWLEY,,TOLEDO,OH,43609.0,4192438800,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(419) 243-8800,,,84.44
651156742,"EMBRAER AIRCRAFT HOLDING, INC.",,Taft-Hartley Trust,"2,708",1,276 SW 34TH STREET,,FORT LAUDERDALE,FL,33315.0,9543593824,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American Federation of Teachers,(954) 359-3824,,,84.44
743041723,UNIVERSAL CITY STUDIOS PRODUCTIONS LLLP,,Taft-Hartley Trust,"2,705",1,100 UNIVERSAL CITY PLAZA,,UNIVERSAL CITY,CA,91608.0,8187772223,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(818) 777-2223,,,84.44
454698959,TRUSTEES OF THE SAN DIEGO CITY EMPLOYEES RETIREE MEDICAL TRUST,,Taft-Hartley Trust,"2,702",1,"1843 HOTEL CIRCLE SOUTH, NO. 300",,SAN DIEGO,CA,92108.0,6194813637,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(619) 481-3637,,,84.44
383362971,"DETROIT ENTERTAINMENT, L.L.C. D/B/A MOTORCITY CASINO",MOTORCITY CASINO,Taft-Hartley Trust,"2,686",1,2901 GRAND RIVER AVENUE,,DETROIT,MI,48201.0,3132375279,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(313) 237-5279,,,84.44
131805529,"SICK BENEFIT FUND OF AIT & NW OF AMERICA, LOCAL 223",,Taft-Hartley Trust,"2,673",1,420 W MERRICK ROAD,,VALLEY STREAM,NY,11580.0,5168726690,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,,(516) 872-6690,,,84.44
160962644,ROCHESTER AREA CONSTRUCTION AND MATERIALS TEAMSTERS HEALTH AND WELFARE,,Taft-Hartley Trust,"2,665",1,130 METRO PARK,,ROCHESTER,NY,14623.0,5852541700,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(585) 254-1700,,,84.44
520631160,BOARD OF TRUSTEES TRUCK DRIVERS NO. 355 HEALTH & WELFARE PLAN,,Taft-Hartley Trust,"2,663",1,"9411 PHILADELPHIA ROAD, SUITE S",,BALTIMORE,MD,21237.0,4434609200,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(443) 460-9200,,,84.44
466785860,"BOARD OF TRUSTEES, TEAMSTERS SANITATION INDUSTRY",TRUST FUND,Taft-Hartley Trust,"2,657",1,1000 N CENTRAL AVE STE 400,,GLENDALE,CA,91202.0,8182430222,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(818) 243-0222,,,84.44
256032450,"BOARD OF TRUSTEES, STEAMFITTERS LOCAL #449 MEDICAL & BENEFIT FUND",,Taft-Hartley Trust,"2,652",1,1517 WOODRUFF STREET,,PITTSBURGH,PA,15220.0,4123811133,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449,,(412) 381-1133,,,84.44
841494820,"CRAFTWORKS RESTAURANTS AND BREWERIES, INC",,Taft-Hartley Trust,"2,650",1,3011 ARMORY DR STE 300,,NASHVILLE,TN,37204.0,6158859056,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,American Federation of Teachers,(615) 885-9056,,,84.44
346529234,I.B.E.W. LOCAL 38 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"2,649",1,"3250 EUCLID AVENUE, SUITE 270",,CLEVELAND,OH,44115.0,2164317738,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,,(216) 431-7738,,,84.44
362150067,BOARD OF TRUSTEES OF ADMINISTRATIVE DISTRICT COUNCIL NO. 1 WELFARE FUN,,Taft-Hartley Trust,"2,643",1,660 N. INDUSTRIAL DRIVE,SUITE 100,ELMHURST,IL,60126.0,6306178600,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(630) 617-8600,,,84.44
111630810,BOARD OF TRUSTEES OF THE IBEW LOCAL 25 HEALTH & BENEFIT FUND,,Taft-Hartley Trust,"2,639",1,372 VANDERBILT MOTOR PARKWAY,,HAUPPAUGE,NY,11788.0,6314343344,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,International Brotherhood of Electrical Workers,(631) 434-3344,,,84.44
900186021,AMNEAL PHARMACEUTICALS LLC,,Taft-Hartley Trust,"2,638",1,50 HORSEBLOCK ROAD,3RD FLOOR,BROOKHAVEN,NY,11719.0,6319520214,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Education Association,(631) 952-0214,,,84.44
756493465,CONSOLIDATED ASSOCIATIONS OF RAILROAD EMPLOYEES HEALTH CARE TRUST,,Taft-Hartley Trust,"2,636",1,4912 MIDWAY DRIVE,,TEMPLE,TX,76502.0,2547731330,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(254) 773-1330,,,84.44
946072965,BOARD OF TRUSTEES BAY AREA DELIVERY DRIVERS,SECURITY FUND,Taft-Hartley Trust,"2,633",1,"4160 DUBLIN BLVD, SUITE 400",,DUBLIN,CA,94568.0,9258337300,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(925) 833-7300,,,84.44
570969174,"VOLUME SERVICES AMERICA, INC. (CENTERPLATE)",,Taft-Hartley Trust,"2,631",1,1 INDEPENDENCE POINTE,SUITE 305,GREENVILLE,SC,29615.0,8645988600,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(864) 598-8600,,,84.44
135542693,BOARD OF TRUSTEES OF THE CEMENT AND CONCRETE WORKERS DC WELFARE FUND,,Taft-Hartley Trust,"2,626",1,35-30 FRANCIS LEWIS BOULEVARD,SUITE 201,FLUSHING,NY,11358.0,7187626133,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(718) 762-6133,,,84.44
621548543,BOARD OF TRUSTEES USW HRA FUND,,Taft-Hartley Trust,"2,619",1,"1101 KERMIT DR, STE 800",,NASHVILLE,TN,37217.0,6153336343,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Steelworkers,(615) 333-6343,,,84.44
237111727,BOARD OF TRUSTEES OF MINNEAPOLIS PAINTING INDUSTRY,DISTRICT COUNCIL #82 HEALTH CARE FUND,Taft-Hartley Trust,"2,618",1,"3001 METRO DRIVE, SUITE 500",,BLOOMINGTON,MN,55425.0,9528540795,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,National Education Association,(952) 854-0795,,,84.44
135562753,PAVERS & ROAD BUILDERS DC WELFARE FUND,,Taft-Hartley Trust,"2,616",1,17-20 WHITESTONE EXPRESSWAY STE 200,,WHITESTONE,NY,11357.0,7189616963,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(718) 961-6963,,,84.44
840456274,TRUSTEES - PIPE INDUSTRY HEALTH AND WELFARE FUND OF COLORADO,,Taft-Hartley Trust,"2,595",1,"7525 SE 24TH STREET, SUITE 200",,MERCER ISLAND,WA,98040.0,2064417574,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(206) 441-7574,,,84.44
911950259,"BOARD OF TRUSTEES, SOUND HEALTH & WELLNESS RETIREE TRUST",,Taft-Hartley Trust,"2,594",1,11724 NE 195TH STREET,SUITE 300,BOTHELL,WA,98011.0,2062824100,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(206) 282-4100,,,84.44
133981536,"UNION SQUARE HOSPITALITY GROUP, LLC",,Taft-Hartley Trust,"2,593",1,"24 UNION SQUARE EAST, FLOOR 6",,NEW YORK,NY,10003.0,6467477209,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(646) 747-7209,,,84.44
530237789,"AMERICAN FEDERATION OF STATE, COUNTY AND MUNICIPAL EMPLOYEES",,Taft-Hartley Trust,"2,586",1,"1625 L ST., N.W.",,WASHINGTON,DC,20036.0,2024291000,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(202) 429-1000,,,84.44
344441661,BOARD OF TRUSTEES TOLEDO ELECTRICAL WELFARE FUND,,Taft-Hartley Trust,"2,584",1,727 LIME CITY ROAD,,ROSSFORD,OH,43460.0,4196664450,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(419) 666-4450,,,84.44
20642001,TRUSTEES OF UFCW LOCAL 1000 OKLAHOMA HEALTH AND WELFARE FUND,,Taft-Hartley Trust,"2,580",1,"2010 NW 150TH AVENUE, SUITE 100",STE 200,PEMBROKE PINES,FL,33028.0,8008425899,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,United Food and Commercial Workers,(800) 842-5899,,,84.44
521601994,BOARD OF TRUSTEES LABORERS' NATIONAL H&W FUND,,Taft-Hartley Trust,"2,579",1,"905 16TH STREET, NW",,WASHINGTON,DC,20006.0,2027371664,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(202) 737-1664,,,84.44
362153764,TRUSTEES OF IB OF T UNION LOCAL 710 HEALTH & WELFARE FUND,,Taft-Hartley Trust,"2,575",1,9000 W 187TH STREET,,MOKENA,IL,60448.0,7732542500,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,710,,(773) 254-2500,,,84.44
204531180,THE WESTERN UNION COMPANY,,Taft-Hartley Trust,"2,560",1,"LEVEL 13, ONE BELLEVIEW STATION",7001 E BELLEVIEW AVE,DENVER,CO,80237.0,7203325137,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(720) 332-5137,,,84.44
454955344,IBEW LOCAL UNION NO 351 WELFARE AND SUPPLEMENTAL FUND,,Taft-Hartley Trust,"2,537",1,830 BEAR TAVERN RD PO BOX 1028,,WEST TRENTON,NJ,8628.0,6097181323,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Electrical Workers,(609) 718-1323,,,84.44
223235800,LOC. 351 IBEW HEALTH & WELFARE FUND,,Taft-Hartley Trust,"2,537",1,"C/O IE SHAFFER CO.,P O BOX 1028",830 BEAR TAVERN ROAD,WEST TRENTON,NJ,86280.0,8007923666,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Electrical Workers,(800) 792-3666,,,84.44
611411269,"UNION UNDERWEAR COMPANY, INC.",,Taft-Hartley Trust,"2,533",1,PO BOX 90015,,BOWLING GREEN,KY,42102.0,2707816400,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(270) 781-6400,,,84.44
526038494,BRD OF TTEES-SMW LOCAL UNION 100 HEALTH PLAN,,Taft-Hartley Trust,"2,531",1,P. O. BOX 4148,,PORTLAND,OR,97208.0,8005471314,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,(800) 547-1314,,,84.44
936027865,TEAMSTERS 206 EMPLOYERS PLAN BOARD OF TRUSTEES,,Taft-Hartley Trust,"2,527",1,"700 NE MULTNOMAH STREET, SUITE 350",2323 EASTLAKE AVE. E,PORTLAND,OR,97232.0,5032386961,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(503) 238-6961,,,84.44
926003453,"BOARD OF TRUSTEES, AK UFCW HEALTH & WELFARE TRUST",,Taft-Hartley Trust,"2,527",1,P.O. BOX 34203,SUITE 200,SEATTLE,WA,98124.0,2064417574,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Food and Commercial Workers,(206) 441-7574,,,84.44
680139450,BOARD OF TRUSTEES UFCW NORTHERN CALIFORNIA AND DRUG EMPLOYERS HEALTH A,,Taft-Hartley Trust,"2,519",1,1000 BURNETT AVE STE 200,,CONCORD,CA,94520.0,9257467530,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United Food and Commercial Workers,(925) 746-7530,,,84.44
452029312,BD OF TRUSTEES BUTLER-ZANESVILLE WORKS HOURLY AND SALARIED UNION RETIR,,Taft-Hartley Trust,"2,500",1,60 BOULEVARD OF THE ALLIES 5TH FL,,PITTSBURGH,PA,15222.0,4122012242,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(412) 201-2242,,,84.44
581910292,BOARD OF TRUSTEES OF SOUTHERN PAINTERS WELFARE FUND,,Taft-Hartley Trust,"2,493",1,5 HOT METAL STREET,SUITE 200,PITTSBURGH,PA,15203.0,4124321125,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(412) 432-1125,,,84.44
230465970,CHAMBERSBURG HOSPITAL,WELLSPAN CHAMBERSBURG HOSPITAL,Taft-Hartley Trust,"2,477",1,112 NORTH SEVENTH STREET,,CHAMBERSBURG,PA,17201.0,7172677175,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(717) 267-7175,,,84.44
344442536,UNION CONSTRUCTION WORKERS HEALTH PLAN,,Taft-Hartley Trust,"2,476",1,P.O. BOX 1330,,HOLLAND,OH,43528.0,4192482401,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(419) 248-2401,,,84.44
366108981,TRUSTEES OF NATIONAL PRODUCTION WORKERS UNION INSURANCE TRUST FUND,,Taft-Hartley Trust,"2,454",1,1520 KENSINGTON ROAD,SUITE 320,OAK BROOK,IL,60523.0,6305750560,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(630) 575-0560,,,84.44
251002501,TEAMSTERS 261 AND EMPLOYERS,,Taft-Hartley Trust,"2,448",1,"351 NORTHGATE CIRCLE, SUITE B",,NEW CASTLE,PA,16105.0,7246524667,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,International Brotherhood of Teamsters,(724) 652-4667,,,84.44
596134278,TRUSTEES OF THE FLORIDA UBC HEALTH FUND,,Taft-Hartley Trust,"2,420",1,PO BOX 1449,,GOODLETTSVILLE,TN,37070.0,8008314914,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(800) 831-4914,,,84.44
386216995,"BOARD OF TRUSTEES, IRON WORKERS LOCAL NO. 25",,Taft-Hartley Trust,"2,417",1,700 TOWER DRIVE,SUITE 300,TROY,MI,48098.0,2483473100,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,(248) 347-3100,,,84.44
131831867,"BOARD OF TRUSTEES OF POINTERS,",CLEANERS & CAULKERS WELFARE FUND,Taft-Hartley Trust,"2,416",1,66-05 WOODHAVEN BOULEVARD,,REGO PARK,NY,11374.0,7188966266,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(718) 896-6266,,,84.44
581261304,ATLANTA PLUMBERS & STEAMFITTERS H & W FUND,,Taft-Hartley Trust,"2,410",1,"2010 N.W. 150TH AVE, STE 100",,PEMNROKE PINES,FL,33028.0,7704553802,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(770) 455-3802,,,84.44
382026006,BD OF TRUSTEES LABORERS' METRO DETROIT HEALTH CARE FUND,,Taft-Hartley Trust,"2,409",1,6525 CENTURION DRIVE,,LANSING,MI,48917.0,5173217502,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(517) 321-7502,,,84.44
847090724,REVOLUTIONARY MEDICAL TRUST,,Taft-Hartley Trust,"2,408",1,"1000 N. CENTRAL AVE., STE 400",,GLENDALE,CA,91202.0,8182430222,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(818) 243-0222,,,84.44
362241970,"BOARD OF TRUSTEES, NATIONAL ALLIED WORKE LOCAL 831",,Taft-Hartley Trust,"2,406",1,6970 W. DIVERSEY AVENUE,,CHICAGO,IL,60707.0,7736581322,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,,(773) 658-1322,,,84.44
486179687,CONSTRUCTION INDUSTRY OF KANSAS HEALTH & WELFARE FUND,,Taft-Hartley Trust,"2,406",1,"333 WEST VINE STREET, STE. 500",STE 400,LEXINGTON,KY,40507.0,8889997741,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(888) 999-7741,,,84.44
660601640,HR PROPERTIES INC DBA,,Taft-Hartley Trust,"2,396",2,PO BOX 9021048,,SAN JUAN,PR,90210.0,7877217777,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(787) 721-7777,,,84.44
111630906,HOFSTRA UNIVERSITY,,Taft-Hartley Trust,"2,396",1,205 HOFSTRA UNIVERSITY,,HEMPSTEAD,NY,11549.0,5164636859,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,(516) 463-6859,,,84.44
956537860,"BOARD OF TRUSTEES, LAUNDRY AND DRY CLEANING WORKERS LOCAL NO. 52 HEALT",,Taft-Hartley Trust,"2,382",1,"1200 WILSHIRE BLVD., FIFTH FLOOR",,LOS ANGELES,CA,90017.0,5624635060,,,,,,,,,,,,,,,pending,,0,,,0,,,Form 5500,2025-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,,(562) 463-5060,,,84.44
